Flowable,CASNo,Formula,Synonyms,Unit,Class,ExternalReference,Preferred,Context,FlowUUID,AltUnit,,Second CAS
Borate,011129-12-7,BO3-3,borate ion,kg,chemical,,,water/unspecified,d493b514-f36d-482f-a978-63b5a1889bc2,,,14213-97-9; 11129-12-7
"Borax, in ground",001330-43-4,B4Na2O7,,kg,geological,,1,natural resource/in ground,eead2933-c2be-4a53-a0bd-bd33b67e4145,,,
Boric acid,010043-35-3,,,kg,chemical,,,"air/low population density, long-term",02a7b111-6538-4496-a7cc-e03ea5b649bf,,,10043-35-3
Boric acid,010043-35-3,,,kg,chemical,,,air/lower stratosphere + upper troposphere,3d07d5f0-4ee5-4803-a5a3-6ad8f89bf4b1,,,10043-35-3
Boric acid,010043-35-3,,,kg,chemical,,,air/non-urban air or from high stacks,a89fab33-8e9b-4683-9da5-8ebd9c293f49,,,10043-35-3
Boric acid,010043-35-3,,,kg,chemical,,,air/unspecified,f19d8e53-09ab-45fa-a7c1-f7da101dab3e,,,10043-35-3
Boric acid,010043-35-3,,,kg,chemical,,,air/urban air close to ground,d03809fd-dae9-4771-aec0-934a40bbb7e5,,,10043-35-3
Boron,007440-42-8,,,kg,chemical,,,"air/low population density, long-term",0fbca534-f355-4477-b29f-7b5fc2fbce64,,,14798-13-1; 7440-42-8
Boron,007440-42-8,,,kg,chemical,,,air/lower stratosphere + upper troposphere,2ffd26c6-0d3d-4379-9da2-2b578807a14b,,,14798-13-1; 7440-42-8
Boron,007440-42-8,,,kg,chemical,,,air/non-urban air or from high stacks,512364ac-5bba-4b77-8712-981247617519,,,14798-13-1; 7440-42-8
Boron,007440-42-8,,,kg,chemical,,,air/unspecified,b8fc2875-a1ce-4a7c-a73d-6ba5b26319d3,,,14798-13-1; 7440-42-8
Boron,007440-42-8,,,kg,chemical,,,air/urban air close to ground,3e419ebc-c0f1-4f85-a544-cf3460a680b6,,,14798-13-1; 7440-42-8
Boron,007440-42-8,,,kg,chemical,,,soil/agricultural,62399986-3e4f-4522-b389-75eed416d838,,,14798-13-1; 7440-42-8
Boron,007440-42-8,,,kg,chemical,,,soil/forestry,4fb0979b-8311-4615-9e98-393d25a9c0bc,,,14798-13-1; 7440-42-8
Boron,007440-42-8,,,kg,chemical,,,soil/industrial,58a3086e-3ded-4751-a313-05608f725081,,,14798-13-1; 7440-42-8
Boron,007440-42-8,,,kg,chemical,,,soil/unspecified,e3b7b5aa-514e-430e-9544-07d8f5b8d494,,,14798-13-1; 7440-42-8
Boron,007440-42-8,,,kg,chemical,,,water/ground-,242b4a08-f6ff-496d-ae0f-bf8f8bc77692,,,14798-13-1; 7440-42-8
Boron,007440-42-8,,,kg,chemical,,,"water/ground-, long-term",061d04a0-af1d-4884-bdd3-997b6cd5550f,,,14798-13-1; 7440-42-8
Boron,007440-42-8,,,kg,chemical,,,water/ocean,5baed830-f676-4031-a036-8a9599bd7237,,,14798-13-1; 7440-42-8
Boron,007440-42-8,,,kg,chemical,,,water/surface water,94e22edc-fe4b-4bab-9a09-a081595389cc,,,14798-13-1; 7440-42-8
Boron,007440-42-8,,,kg,chemical,,,water/unspecified,4a15cd40-96e6-4912-8298-c0fa8f9e2aee,,,14798-13-1; 7440-42-8
Boron carbide,012069-32-8,,,kg,chemical,,,"air/low population density, long-term",454e32e4-09f5-4155-ae4c-7deab810a4b2,,,12316-49-3; 12069-32-8
Boron carbide,012069-32-8,,,kg,chemical,,,air/lower stratosphere + upper troposphere,5128d076-e7a6-4bba-9a3a-432b2bce31fd,,,12316-49-3; 12069-32-8
Boron carbide,012069-32-8,,,kg,chemical,,,air/non-urban air or from high stacks,8a2ab025-c85d-49f0-9229-45f211ea6890,,,12316-49-3; 12069-32-8
Boron carbide,012069-32-8,,,kg,chemical,,,air/unspecified,4c0d236e-e50f-409e-b84b-b053da3394fa,,,12316-49-3; 12069-32-8
Boron carbide,012069-32-8,,,kg,chemical,,,air/urban air close to ground,8aaf5a8b-b753-4d4b-8fe7-2f4969147738,,,12316-49-3; 12069-32-8
Boron carbide,012069-32-8,,,kg,chemical,,,water/ground-,dccaaabc-673d-40bb-a030-1fd0543a3a2a,,,12316-49-3; 12069-32-8
Boron carbide,012069-32-8,,,kg,chemical,,,"water/ground-, long-term",4ba71de1-43c2-42fe-b477-93423ad2213c,,,12316-49-3; 12069-32-8
Boron carbide,012069-32-8,,,kg,chemical,,,water/ocean,965244c8-43ad-4629-91df-43c845d391e5,,,12316-49-3; 12069-32-8
Boron carbide,012069-32-8,,,kg,chemical,,,water/surface water,cfd4f0cb-8f13-4d7b-a3a7-ea454aa7643a,,,12316-49-3; 12069-32-8
Boron carbide,012069-32-8,,,kg,chemical,,,water/unspecified,60b42f10-f538-4d77-ad4a-e83282f929e8,,,12316-49-3; 12069-32-8
Boron trifluoride,007637-07-2,,,kg,chemical,,,"air/low population density, long-term",67a368ef-a4b8-4759-8128-93d080ccd21a,,,353-41-3; 15875-25-9; 20654-88-0; 7637-07-2
Boron trifluoride,007637-07-2,,,kg,chemical,,,air/lower stratosphere + upper troposphere,0bb03c13-6035-4e0c-88a7-2c7d0bcd4125,,,353-41-3; 15875-25-9; 20654-88-0; 7637-07-2
Boron trifluoride,007637-07-2,,,kg,chemical,,,air/non-urban air or from high stacks,be248928-14cd-4478-978c-13c040c1c4a9,,,353-41-3; 15875-25-9; 20654-88-0; 7637-07-2
Boron trifluoride,007637-07-2,,,kg,chemical,,,air/unspecified,8e7d8523-2761-4eb1-a55a-958be4b0d23b,,,353-41-3; 15875-25-9; 20654-88-0; 7637-07-2
Boron trifluoride,007637-07-2,,,kg,chemical,,,air/urban air close to ground,0367c22a-f1f5-48bc-8dea-95e784d19df2,,,353-41-3; 15875-25-9; 20654-88-0; 7637-07-2
"Boron, in ground",007440-42-8,B,,kg,geological,,1,natural resource/in ground,b053aa52-bfac-5435-a0b1-4ca374b0e991,,,
Boscalid,188425-85-6,C18H12Cl2N2O,,kg,chemical,,,soil/agricultural,ff32cb2a-4d63-435e-8787-58436bd36a83,,,188425-85-6
Bromacil,000314-40-9,C9H13BrN2O2,Urox B,kg,chemical,,,soil/agricultural,f7ffe5fc-0bb1-4b41-87de-ed914fa637f1,,,314-40-9
Bromate,015541-45-4,,,kg,chemical,,,water/ground-,847e2add-25db-48d1-bb50-6411e82a94c5,,,15541-45-4
Bromate,015541-45-4,,,kg,chemical,,,"water/ground-, long-term",fc1e35a8-88d4-4baf-a41a-563af2af9174,,,15541-45-4
Bromate,015541-45-4,,,kg,chemical,,,water/ocean,5a04372c-ac1c-45a8-b386-b0fa174c09da,,,15541-45-4
Bromate,015541-45-4,,,kg,chemical,,,water/surface water,d1fd0de4-afa8-4385-b91b-023493b68782,,,15541-45-4
Bromate,015541-45-4,,,kg,chemical,,,water/unspecified,506fe866-1081-4152-a19d-b50825f99d83,,,15541-45-4
Bromide,024959-67-9,,,kg,chemical,,,water/ground-,4e18ab09-6c53-4b79-8cd1-3ad13e41d975,,,24959-67-9
Bromide,024959-67-9,,,kg,chemical,,,"water/ground-, long-term",bdd362be-db9c-4232-90e7-c11dee030e82,,,24959-67-9
Bromide,024959-67-9,,,kg,chemical,,,water/ocean,1a6a1429-fd97-48cb-b7b7-3433f2fb16f9,,,24959-67-9
Bromide,024959-67-9,,,kg,chemical,,,water/surface water,e29dddef-173f-4a4b-8265-b3d1703bc204,,,24959-67-9
Bromide,024959-67-9,,,kg,chemical,,,water/unspecified,72b26150-457e-47b6-a77c-987c2e76f704,,,24959-67-9
Bromine,007726-95-6,,,kg,chemical,,,"air/low population density, long-term",e52f678d-50c0-4154-b271-5e3b5402e21a,,,7726-95-6
Bromine,007726-95-6,,,kg,chemical,,,air/lower stratosphere + upper troposphere,4cb5fe3d-123b-4ae3-8ead-e3825fddf58e,,,7726-95-6
Bromine,007726-95-6,,,kg,chemical,,,air/non-urban air or from high stacks,d32f9dd8-9514-4c22-8c99-2e108609731f,,,7726-95-6
Bromine,007726-95-6,,,kg,chemical,,,air/unspecified,c24f5894-f95e-4661-ba76-130397348894,,,7726-95-6
Bromine,007726-95-6,,,kg,chemical,,,air/urban air close to ground,77c46f0e-c8c0-4bc3-992c-2a9725d49f70,,,7726-95-6
Bromine,007726-95-6,,,kg,chemical,,,soil/agricultural,b5f8f24f-3f51-4bc6-a7b3-b5e0885e50b8,,,7726-95-6
Bromine,007726-95-6,,,kg,chemical,,,soil/forestry,6f14445c-eaa5-4fee-b006-e10cef4f82d2,,,7726-95-6
Bromine,007726-95-6,,,kg,chemical,,,soil/industrial,2113ec49-2b48-4808-8e40-837769be8337,,,7726-95-6
Bromine,007726-95-6,,,kg,chemical,,,soil/unspecified,45afb543-bc53-471e-8fc9-6ed3a5775071,,,7726-95-6
Bromine,007726-95-6,,,kg,chemical,,,water/ground-,b311427f-0de3-4190-84a5-05c8460c62d1,,,7726-95-6
Bromine,007726-95-6,,,kg,chemical,,,"water/ground-, long-term",20bc9500-2e2f-4cba-9332-8ea17d362aba,,,7726-95-6
Bromine,007726-95-6,,,kg,chemical,,,water/ocean,b2208d0f-61a7-4813-9861-af03bf496a05,,,7726-95-6
Bromine,007726-95-6,,,kg,chemical,,,water/surface water,bac53020-1fed-4119-9242-33e4a2597560,,,7726-95-6
Bromine,007726-95-6,,,kg,chemical,,,water/unspecified,b935e766-fece-4a4f-8f60-b735ea7b214d,,,7726-95-6
"Bromine, 0.23% in water",007726-95-6,,,kg,chemical,,,natural resource/in water,61341186-aac8-4088-a2b7-ba50093bab6c,,,
"Bromine, in water",007726-95-6,Br,,kg,chemical,,,natural resource/in water,45d6f26b-596b-5182-8c08-d6d975ff4efe,,,
Bromofenoxim,013181-17-4,,,kg,chemical,,,soil/agricultural,0a366c38-2c07-56e8-b03f-e97f0080daa1,,,13181-17-4
Bromopropane,000106-94-5,,,kg,chemical,,,air/unspecified,f2e4394f-61bb-5493-983d-d3d5b7b96a41,,,106-94-5
Bromopropane,000106-94-5,,,kg,chemical,,,water/unspecified,f918799d-98d3-5d5d-b02f-480b340d038c,,,106-94-5
Bromopropylate,018181-80-1,,,kg,chemical,,,soil/agricultural,8e51c792-b402-5f20-9957-6d80823d4fcc,,,18181-80-1
Bromoxynil,001689-84-5,,"3,5-dibromo-4-hydroxybenzonitrile",kg,chemical,,,air/non-urban air or from high stacks,8c690557-25ce-48f2-91b9-58126e82aaf6,,,1689-84-5
Bromoxynil,001689-84-5,,"3,5-dibromo-4-hydroxybenzonitrile",kg,chemical,,,soil/agricultural,e24da787-41ae-4aa3-b13b-36862b5fd10e,,,1689-84-5
Bromoxynil,001689-84-5,,"3,5-dibromo-4-hydroxybenzonitrile",kg,chemical,,,water/ground-,370bbcdd-6395-4af8-b049-fc5f7339a437,,,1689-84-5
Bromoxynil,001689-84-5,,"3,5-dibromo-4-hydroxybenzonitrile",kg,chemical,,,water/surface water,35ef9eb3-94a1-461d-bba6-db939f22e0be,,,1689-84-5
Bromoxynil octanoate,001689-99-2,,,kg,chemical,,,soil/agricultural,34eb8944-7396-59d5-9e4c-099670a033d9,,,1689-99-2
Bromuconazole,116255-48-2,,"1-[[4-Bromo-2-(2,4-dichlorophenyl)tetrahydro-2-furanyl]methyl]-1,2,4-triazole",kg,chemical,,,soil/agricultural,5c049e3f-9246-47d0-ad60-7caaad814b2e,,,116255-48-2
Bupirimate,041483-43-6,,,kg,chemical,,,soil/agricultural,b1e47fb9-ec5a-58df-918a-83909d93e6e8,,,41483-43-6
Buprofezin,069327-76-0,,buprofezin,kg,chemical,,,soil/agricultural,63e44a83-eb3d-44b6-9e2f-41b1b088d93d,,,69327-76-0
Butadiene,000106-99-0,,"1,3-butadiene",kg,chemical,,,"air/low population density, long-term",0315d855-dff2-44af-bb37-1b855df53d69,,,1983-06-8; 68514-37-4; 68441-48-5; 31567-90-5; 1441-56-1; 25339-57-5; 9003-17-2; 106-99-0
Butadiene,000106-99-0,,"1,3-butadiene",kg,chemical,,,air/lower stratosphere + upper troposphere,91c76c8e-d725-475d-9be6-a90b99747075,,,1983-06-8; 68514-37-4; 68441-48-5; 31567-90-5; 1441-56-1; 25339-57-5; 9003-17-2; 106-99-0
Butadiene,000106-99-0,,Biethylene,kg,chemical,,,air/non-urban air or from high stacks,8a970585-5ce2-4226-b60d-df1c34649a56,,,1983-06-8; 68514-37-4; 68441-48-5; 31567-90-5; 1441-56-1; 25339-57-5; 9003-17-2; 106-99-0
Butadiene,000106-99-0,,"Buta-1,3-diene",kg,chemical,,,air/unspecified,5064da53-d4ec-44ee-ba23-b20a4f8c4964,,,1983-06-8; 68514-37-4; 68441-48-5; 31567-90-5; 1441-56-1; 25339-57-5; 9003-17-2; 106-99-0
Butadiene,000106-99-0,,Pyrrolylene,kg,chemical,,,air/urban air close to ground,e7140812-ce3d-49f5-97b0-2fef538217a5,,,1983-06-8; 68514-37-4; 68441-48-5; 31567-90-5; 1441-56-1; 25339-57-5; 9003-17-2; 106-99-0
Butafenacil,134605-64-4,,,kg,chemical,,,soil/agricultural,35285162-c785-5a69-b741-277f41316ae0,,,134605-64-4
Butane,000106-97-8,,,kg,chemical,,,"air/low population density, long-term",f4a1e10b-ed51-433e-a2f5-2a99f231a5e5,,,97565-89-4; 69751-60-6; 53716-55-5; 53716-54-4; 352431-08-4; 24330-31-2; 68514-31-8; 68476-42-6; 106-97-8
Butane,000106-97-8,,,kg,chemical,,,air/lower stratosphere + upper troposphere,66ff5d22-17e2-4112-b486-3ea4e0191fba,,,97565-89-4; 69751-60-6; 53716-55-5; 53716-54-4; 352431-08-4; 24330-31-2; 68514-31-8; 68476-42-6; 106-97-8
Butane,000106-97-8,,,kg,chemical,,,air/non-urban air or from high stacks,fa5512cf-04a2-4014-8e96-d3e2d137f0df,,,97565-89-4; 69751-60-6; 53716-55-5; 53716-54-4; 352431-08-4; 24330-31-2; 68514-31-8; 68476-42-6; 106-97-8
Butane,000106-97-8,,,kg,chemical,,,air/unspecified,982b0510-96ac-4bcb-a758-e98006b95f4d,,,97565-89-4; 69751-60-6; 53716-55-5; 53716-54-4; 352431-08-4; 24330-31-2; 68514-31-8; 68476-42-6; 106-97-8
Butane,000106-97-8,,,kg,chemical,,,air/urban air close to ground,892f10da-7bf2-42b3-b171-221989661a05,,,97565-89-4; 69751-60-6; 53716-55-5; 53716-54-4; 352431-08-4; 24330-31-2; 68514-31-8; 68476-42-6; 106-97-8
Butanol,000071-36-3,,,kg,chemical,,,"air/low population density, long-term",f202452b-5aff-45e6-9001-5fb0a2de7992,,,91732-68-2; 21044-20-2; 32586-14-4; 118104-91-9; 71-36-3; 35296-72-1; 71-36-3
Butanol,000071-36-3,,,kg,chemical,,,air/lower stratosphere + upper troposphere,b83f893c-f4b4-473f-bd13-a23fd300c5d1,,,91732-68-2; 21044-20-2; 32586-14-4; 118104-91-9; 71-36-3; 35296-72-1; 71-36-3
Butanol,000071-36-3,,,kg,chemical,,,air/non-urban air or from high stacks,cb299863-b63a-45ae-a3fc-b5cc900aaeea,,,91732-68-2; 21044-20-2; 32586-14-4; 118104-91-9; 71-36-3; 35296-72-1; 71-36-3
Butanol,000071-36-3,,,kg,chemical,,,air/unspecified,b9a9b2ad-5db3-47aa-81de-3a48ae9ad4ec,,,91732-68-2; 21044-20-2; 32586-14-4; 118104-91-9; 71-36-3; 35296-72-1; 71-36-3
Butanol,000071-36-3,,,kg,chemical,,,air/urban air close to ground,efc4290c-1404-4e01-8b5e-e75c6d90615c,,,91732-68-2; 21044-20-2; 32586-14-4; 118104-91-9; 71-36-3; 35296-72-1; 71-36-3
Butanol,000071-36-3,,,kg,chemical,,,water/ground-,e756c84e-65d1-487b-aa76-91c9c8adff16,,,91732-68-2; 21044-20-2; 32586-14-4; 118104-91-9; 71-36-3; 35296-72-1; 71-36-3
Butanol,000071-36-3,,,kg,chemical,,,"water/ground-, long-term",370e587f-58ad-4bc7-ad35-9605b6dcd138,,,91732-68-2; 21044-20-2; 32586-14-4; 118104-91-9; 71-36-3; 35296-72-1; 71-36-3
Butanol,000071-36-3,,,kg,chemical,,,water/ocean,20c6c6d7-904c-4d33-923e-80e8ae7ee199,,,91732-68-2; 21044-20-2; 32586-14-4; 118104-91-9; 71-36-3; 35296-72-1; 71-36-3
Butanol,000071-36-3,,,kg,chemical,,,water/surface water,f6e3ce3b-ce57-4313-ac88-59a8361925cf,,,91732-68-2; 21044-20-2; 32586-14-4; 118104-91-9; 71-36-3; 35296-72-1; 71-36-3
Butanol,000071-36-3,,,kg,chemical,,,water/unspecified,b50d8d03-7e88-4b29-9d10-67bbe01bdbc6,,,91732-68-2; 21044-20-2; 32586-14-4; 118104-91-9; 71-36-3; 35296-72-1; 71-36-3
Butene,025167-67-3,,,kg,chemical,,,"air/low population density, long-term",767a703f-842a-4b30-87f5-ca62b338a51d,,,71057-26-6; 23086-03-5; 18932-22-4; 61788-35-0; 9003-28-5; 25167-67-3; 106-98-9
Butene,025167-67-3,,,kg,chemical,,,air/lower stratosphere + upper troposphere,f2663c0c-3618-4095-b8d8-9c3b5c7097fb,,,71057-26-6; 23086-03-5; 18932-22-4; 61788-35-0; 9003-28-5; 25167-67-3; 106-98-9
Butene,025167-67-3,,,kg,chemical,,,air/non-urban air or from high stacks,deec5cec-4d8d-492a-9b0c-eab92dd55af8,,,71057-26-6; 23086-03-5; 18932-22-4; 61788-35-0; 9003-28-5; 25167-67-3; 106-98-9
Butene,025167-67-3,,,kg,chemical,,,air/unspecified,91f6386a-af2e-4bbb-a05c-62e4483b1bcf,,,71057-26-6; 23086-03-5; 18932-22-4; 61788-35-0; 9003-28-5; 25167-67-3; 106-98-9
Butene,025167-67-3,,,kg,chemical,,,air/urban air close to ground,53fc7ec9-1b3f-4d89-ade6-8ca2934c1695,,,71057-26-6; 23086-03-5; 18932-22-4; 61788-35-0; 9003-28-5; 25167-67-3; 106-98-9
Butene,025167-67-3,,,kg,chemical,,,water/ground-,8b36dc51-b9d4-4141-96d9-9183f6198a20,,,71057-26-6; 23086-03-5; 18932-22-4; 61788-35-0; 9003-28-5; 25167-67-3; 106-98-9
Butene,025167-67-3,,,kg,chemical,,,"water/ground-, long-term",1f96681c-1f2c-433e-8c60-45b66dc3ec01,,,71057-26-6; 23086-03-5; 18932-22-4; 61788-35-0; 9003-28-5; 25167-67-3; 106-98-9
Butene,025167-67-3,,,kg,chemical,,,water/ocean,c4c2bc7a-c7c2-4ace-9d25-152b25cb1a07,,,71057-26-6; 23086-03-5; 18932-22-4; 61788-35-0; 9003-28-5; 25167-67-3; 106-98-9
Butene,025167-67-3,,,kg,chemical,,,water/surface water,6ce302db-96b8-4a21-9237-050ecde39aee,,,71057-26-6; 23086-03-5; 18932-22-4; 61788-35-0; 9003-28-5; 25167-67-3; 106-98-9
Butene,025167-67-3,,,kg,chemical,,,water/unspecified,700969dc-4def-4093-98a0-adbb65771fcd,,,71057-26-6; 23086-03-5; 18932-22-4; 61788-35-0; 9003-28-5; 25167-67-3; 106-98-9
Butoxycarboxim,034681-23-7,,,kg,chemical,,,soil/agricultural,c59e3d9e-2e04-56a6-b75a-4066563accb9,,,34681-23-7
Butralin,033629-47-9,,,kg,chemical,,,soil/agricultural,4fe97589-e19a-58f3-8356-c4e55b4703cb,,,33629-47-9
Butyl acetate,000123-86-4,,,kg,chemical,,,"air/low population density, long-term",1fee3bdb-480b-4194-b3d7-0e4bd2814c33,,,123-86-4
Butyl acetate,000123-86-4,,,kg,chemical,,,air/lower stratosphere + upper troposphere,9f7e577d-509b-4bbd-805f-3293a44fdc89,,,123-86-4
Butyl acetate,000123-86-4,,,kg,chemical,,,air/non-urban air or from high stacks,5c91a905-8d1d-4b84-b207-9b6332b4425e,,,123-86-4
Butyl acetate,000123-86-4,,,kg,chemical,,,air/unspecified,da3d541f-0063-4ddf-9b0d-7ba7b8cb6ec7,,,123-86-4
Butyl acetate,000123-86-4,,,kg,chemical,,,air/urban air close to ground,108e9780-646b-448d-903b-609b3f65950b,,,123-86-4
Butyl acetate,000123-86-4,,,kg,chemical,,,water/ground-,7bbbbe10-92d9-4760-99ac-a9c6bd0985f2,,,123-86-4
Butyl acetate,000123-86-4,,,kg,chemical,,,"water/ground-, long-term",8a3e8643-00f3-4a90-8ed3-a9561debcf05,,,123-86-4
Butyl acetate,000123-86-4,,,kg,chemical,,,water/ocean,eba895b4-a7a4-4b63-bd95-0239b3db7730,,,123-86-4
Butyl acetate,000123-86-4,,,kg,chemical,,,water/surface water,487b617a-40fc-4968-bfac-91cbe400f163,,,123-86-4
Butyl acetate,000123-86-4,,,kg,chemical,,,water/unspecified,7198aaf8-0acc-428d-8da0-558911e24f95,,,123-86-4
"Butylcarbamate, iodopropynyl",055406-53-6,C8H12INO2,,kg,chemical,,,air/non-urban air or from high stacks,a5a9c364-1591-4247-8a42-60cfd33696ab,,,
"Butylcarbamate, iodopropynyl",055406-53-6,C8H12INO2,,kg,chemical,,,water/surface water,5bb486eb-29db-4b80-bb79-c7023c0d5756,,,
Butyrolactone,000096-48-0,,,kg,chemical,,,"air/low population density, long-term",f40d6828-f6de-43cd-9b93-e78813bdd140,,,96-48-0
Butyrolactone,000096-48-0,,,kg,chemical,,,air/lower stratosphere + upper troposphere,ac7e2a8c-bf1a-42c7-b033-179a039dd437,,,96-48-0
Butyrolactone,000096-48-0,,,kg,chemical,,,air/non-urban air or from high stacks,e8ee3fc4-2890-4d6a-a1df-40c4b48d698b,,,96-48-0
Butyrolactone,000096-48-0,,,kg,chemical,,,air/unspecified,17ae628d-e769-4aa3-a20e-9f9bad222bf2,,,96-48-0
Butyrolactone,000096-48-0,,,kg,chemical,,,air/urban air close to ground,9036f1b8-4be6-4d97-96d8-c504acdfa2f0,,,96-48-0
Butyrolactone,000096-48-0,,,kg,chemical,,,water/ground-,251ad87f-5bfb-4eb5-8a00-5050e1782263,,,96-48-0
Butyrolactone,000096-48-0,,,kg,chemical,,,"water/ground-, long-term",189372b3-0e83-4ee0-bf62-b65925068657,,,96-48-0
Butyrolactone,000096-48-0,,,kg,chemical,,,water/ocean,90a31971-00a7-4493-a920-6df37926a047,,,96-48-0
Butyrolactone,000096-48-0,,,kg,chemical,,,water/surface water,681a6b38-cc7c-4968-aedc-80ce8033a101,,,96-48-0
Butyrolactone,000096-48-0,,,kg,chemical,,,water/unspecified,9c2e78e0-38d7-4eb7-a40f-31c7308b1dd6,,,96-48-0
Cadmium,007440-43-9,,,kg,chemical,,,"air/low population density, long-term",23eaa36d-add4-4219-961e-ca7104dc0de9,,,72172-64-6; 81271-94-5; 7440-43-9
Cadmium,007440-43-9,,,kg,chemical,,,air/lower stratosphere + upper troposphere,dd1bbaa1-d1f1-4584-aeb2-6f02bfb04e87,,,72172-64-6; 81271-94-5; 7440-43-9
Cadmium,007440-43-9,,,kg,chemical,,,air/non-urban air or from high stacks,e2d58f90-9aac-4ac4-87f7-bbd6cfc358e3,,,72172-64-6; 81271-94-5; 7440-43-9
Cadmium,007440-43-9,,,kg,chemical,,,air/unspecified,1c5a7322-9261-4d59-a692-adde6c12de92,,,72172-64-6; 81271-94-5; 7440-43-9
Cadmium,007440-43-9,,,kg,chemical,,,air/urban air close to ground,36e53653-1338-42c7-816c-f6667809e0b1,,,72172-64-6; 81271-94-5; 7440-43-9
Cadmium,007440-43-9,,,kg,chemical,,,soil/agricultural,e429b852-e421-4fcb-8a9b-b0241863bfb2,,,72172-64-6; 81271-94-5; 7440-43-9
Cadmium,007440-43-9,,,kg,chemical,,,soil/forestry,b03642f4-8fa3-44df-ba91-7bcf5677d9a7,,,72172-64-6; 81271-94-5; 7440-43-9
Cadmium,007440-43-9,,,kg,chemical,,,soil/industrial,89721e33-60fa-4447-bfc6-2f27d44a7893,,,72172-64-6; 81271-94-5; 7440-43-9
Cadmium,007440-43-9,,,kg,chemical,,,soil/unspecified,12d6029e-3801-42ee-a1bc-1ebf936884fc,,,72172-64-6; 81271-94-5; 7440-43-9
"Cadmium, 0.30% in sulfide, Cd 0.18%, Pb, Zn, Ag, In, in ground",007440-43-9,,,kg,geological,,0,natural resource/in ground,621b1cf1-9b47-4c44-b71e-ebeb9afd9bbc,,,
"Cadmium, in ground",007440-43-9,Cd,,kg,geological,,1,natural resource/in ground,bf377e4f-3a95-4ce2-a9ba-66ee31f00f60,,,
"Cadmium, ion",022537-48-0,,,kg,chemical,,,water/ground-,3937f5a5-b4a4-434d-9fc3-1d29064fc3f8,,,
"Cadmium, ion",022537-48-0,,,kg,chemical,,,"water/ground-, long-term",4ce23896-a82f-49f1-a8e3-8848734805a3,,,
"Cadmium, ion",022537-48-0,,,kg,chemical,,,water/ocean,62fcd384-906d-474f-a84b-9f944b78f804,,,
"Cadmium, ion",022537-48-0,,,kg,chemical,,,water/surface water,af83b42f-a4e6-4457-be74-46a87798f82a,,,
"Cadmium, ion",022537-48-0,,,kg,chemical,,,water/unspecified,2712fe5f-0d3c-4c8e-8bc4-26c604413849,,,
Cadmium-109,014109-32-1,,,kBq,chemical,,,water/ground-,66c00128-8ffd-43c2-9933-e1a9866d2b60,,,14109-32-1
Cadmium-109,014109-32-1,,,kBq,chemical,,,"water/ground-, long-term",5e07e604-b797-4718-9dc3-be6f4f3319e4,,,14109-32-1
Cadmium-109,014109-32-1,,,kBq,chemical,,,water/ocean,392a6b72-ff68-44ab-9d43-84295ddc307b,,,14109-32-1
Cadmium-109,014109-32-1,,,kBq,chemical,,,water/surface water,1c321b9e-b832-4107-ada7-ef31cd78ceac,,,14109-32-1
Cadmium-109,014109-32-1,,,kBq,chemical,,,water/unspecified,86ca2828-78b4-40f2-ad29-b80c4fd7a7d3,,,14109-32-1
"Caesium, in ground",007440-46-2,Cs,Cesium,kg,geological,,1,natural resource/in ground,0e2f5e72-a754-5a14-bce5-6f8d66276d82,,,
"Calcite, in ground",013397-26-7,,,kg,geological,,1,natural resource/in ground,99ee393d-4bd1-4cc8-b0a0-d956865fb7bf,,,
Calcium,007440-70-2,,,kg,chemical,,,"air/low population density, long-term",cac53ea3-b11c-47a6-adfd-678672a088e6,,,13966-05-7; 7440-70-2
Calcium,007440-70-2,,,kg,chemical,,,air/lower stratosphere + upper troposphere,b24b66e6-633c-49bf-a6ce-1e81da0715ce,,,13966-05-7; 7440-70-2
Calcium,007440-70-2,,,kg,chemical,,,air/non-urban air or from high stacks,15fd8f0f-c3c2-4f63-b8d0-86793a22aacd,,,13966-05-7; 7440-70-2
Calcium,007440-70-2,,,kg,chemical,,,air/unspecified,b87016c6-ac91-4414-98ce-fb665e0a6d2e,,,13966-05-7; 7440-70-2
Calcium,007440-70-2,,,kg,chemical,,,air/urban air close to ground,a912f450-5233-489b-a2e9-8c029fab480f,,,13966-05-7; 7440-70-2
Calcium,007440-70-2,,,kg,chemical,,,soil/agricultural,f16fa1da-e426-4820-bf9d-71595c22283b,,,13966-05-7; 7440-70-2
Calcium,007440-70-2,,,kg,chemical,,,soil/forestry,2cc93e0a-c655-4628-bea6-243d8240b5a4,,,13966-05-7; 7440-70-2
Calcium,007440-70-2,,,kg,chemical,,,soil/industrial,57117e3c-15aa-4b4d-b953-6d33986aa5aa,,,13966-05-7; 7440-70-2
Calcium,007440-70-2,,,kg,chemical,,,soil/unspecified,e681e6ba-2d66-4f17-8812-e8c74bdcf7e8,,,13966-05-7; 7440-70-2
Calcium cyanamide,000156-62-7,,,kg,chemical,,,soil/agricultural,cc69ce7f-ffa0-51b2-8e95-ce0619a1054b,,,
Calcium hydroxide,001305-62-0,,,kg,chemical,,,"air/low population density, long-term",d01e19ca-a74b-4c54-88b8-8effdade14c9,,,1305-62-0
Calcium hydroxide,001305-62-0,,,kg,chemical,,,air/lower stratosphere + upper troposphere,411d78df-01f8-4a5f-8d13-92670620b934,,,1305-62-0
